채널,메시지프레이밍,메시지소구,광고모델, 클릭율 
Kakao,이득(향상적),감성적,캐릭터,1.00%
Kakao,이득(향상적),이성적,캐릭터,5.10%
Kakao,이득(향상적),감성적,일반인,0.50%
Kakao,이득(향상적),이성적,일반인,4.30%
Kakao,이득(향상적),감성적,일반인,1.50%
Kakao,이득(향상적),감성적,일반인,5.90%
Kakao,이득(향상적),감성적,일반인,2.30%
Kakao,손실(예방적),감성적,캐릭터,1.00%
Kakao,이득(향상적),감성적,캐릭터,5.80%
Kakao,이득(향상적),이성적,일반인,1.30%
Kakao,이득(향상적),감성적,캐릭터,3.80%
Kakao,이득(향상적),감성적,캐릭터,1.40%
Kakao,이득(향상적),감성적,캐릭터,2.80%
Kakao,이득(향상적),감성적,캐릭터,0.80%
Kakao,이득(향상적),감성적,일반인,2.90%
Kakao,이득(향상적),감성적,캐릭터,1.30%
Kakao,이득(향상적),감성적,일반인,1.70%
Kakao,이득(향상적),감성적,일반인,7.50%
Kakao,이득(향상적),감성적,일반인,2.30%
Kakao,이득(향상적),감성적,일반인,6.90%
Kakao,이득(향상적),감성적,일반인,1.20%
Kakao,이득(향상적),감성적,캐릭터,6.50%
Kakao,이득(향상적),감성적,캐릭터,0.80%
Kakao,이득(향상적),감성적,일반인,6.30%
Kakao,이득(향상적),감성적,일반인,1.40%
Kakao,이득(향상적),감성적,일반인,6.20%
Kakao,손실(예방적),이성적,캐릭터,1.20%
Kakao,이득(향상적),감성적,캐릭터,7.40%
Kakao,이득(향상적),감성적,일반인,1.20%
Kakao,이득(향상적),이성적,캐릭터,2.30%
Kakao,이득(향상적),감성적,일반인,1.50%
Kakao,이득(향상적),감성적,캐릭터,3.50%
Kakao,이득(향상적),이성적,일반인,7.70%
Kakao,이득(향상적),감성적,일반인,4.80%
Kakao,손실(예방적),감성적,캐릭터,1.70%
Kakao,이득(향상적),감성적,일반인,0.60%
Kakao,손실(예방적),감성적,일반인,5.00%
Kakao,이득(향상적),이성적,일반인,2.30%
Kakao,이득(향상적),감성적,캐릭터,3.10%
Kakao,이득(향상적),이성적,캐릭터,1.40%
Kakao,이득(향상적),감성적,일반인,6.40%
Kakao,손실(예방적),감성적,캐릭터,2.00%
Kakao,이득(향상적),이성적,일반인,1.50%
Kakao,이득(향상적),감성적,캐릭터,8.30%
Kakao,이득(향상적),감성적,일반인,1.90%
Kakao,손실(예방적),감성적,일반인,8.30%
Kakao,이득(향상적),감성적,일반인,2.40%
Kakao,이득(향상적),이성적,캐릭터,9.70%
Kakao,이득(향상적),감성적,캐릭터,1.80%
Kakao,이득(향상적),감성적,캐릭터,1.20%
Kakao,이득(향상적),이성적,일반인,4.30%
Kakao,손실(예방적),감성적,일반인,1.80%
Kakao,손실(예방적),감성적,캐릭터,3.50%
Kakao,이득(향상적),감성적,일반인,2.30%
Kakao,손실(예방적),감성적,캐릭터,2.40%
Kakao,손실(예방적),감성적,캐릭터,2.10%
Kakao,이득(향상적),감성적,일반인,4.00%
Kakao,이득(향상적),감성적,일반인,1.50%
Kakao,이득(향상적),감성적,일반인,1.50%
Kakao,손실(예방적),감성적,일반인,4.70%
Kakao,이득(향상적),감성적,캐릭터,1.80%
Kakao,이득(향상적),감성적,일반인,7.20%
Kakao,이득(향상적),감성적,일반인,2.40%
Kakao,손실(예방적),감성적,일반인,5.70%
Kakao,이득(향상적),이성적,일반인,2.70%
Kakao,손실(예방적),감성적,캐릭터,7.90%
Kakao,손실(예방적),감성적,일반인,2.80%
Kakao,이득(향상적),감성적,일반인,8.00%
Kakao,손실(예방적),감성적,일반인,3.30%
Kakao,이득(향상적),감성적,일반인,6.70%
Kakao,이득(향상적),이성적,일반인,3.00%
Kakao,손실(예방적),감성적,일반인,8.80%
Kakao,이득(향상적),이성적,일반인,1.90%
Kakao,이득(향상적),이성적,캐릭터,9.10%
Kakao,이득(향상적),이성적,캐릭터,2.40%
Kakao,이득(향상적),이성적,캐릭터,16.90%
Kakao,이득(향상적),감성적,일반인,2.40%
Kakao,이득(향상적),감성적,일반인,6.70%
Kakao,이득(향상적),감성적,일반인,1.90%
Kakao,손실(예방적),감성적,일반인,8.80%
Kakao,이득(향상적),감성적,일반인,1.90%
Kakao,이득(향상적),감성적,캐릭터,2.20%
Kakao,이득(향상적),이성적,일반인,2.20%
Kakao,손실(예방적),감성적,일반인,0.90%
Kakao,이득(향상적),이성적,일반인,3.00%
Kakao,이득(향상적),감성적,캐릭터,0.90%
Kakao,이득(향상적),감성적,캐릭터,1.10%
Kakao,손실(예방적),감성적,일반인,4.00%
Kakao,이득(향상적),이성적,캐릭터,3.90%
Kakao,이득(향상적),감성적,일반인,6.70%
Kakao,이득(향상적),감성적,일반인,9.60%
Kakao,이득(향상적),이성적,일반인,8.80%
Kakao,이득(향상적),감성적,일반인,6.10%
Kakao,손실(예방적),이성적,캐릭터,7.00%
Kakao,이득(향상적),감성적,일반인,12.20%
Kakao,이득(향상적),감성적,캐릭터,3.60%
Kakao,손실(예방적),감성적,일반인,5.30%
Kakao,이득(향상적),감성적,일반인,6.40%
Kakao,손실(예방적),감성적,캐릭터,2.30%
Kakao,이득(향상적),감성적,일반인,3.00%
Kakao,이득(향상적),이성적,전문가,3.30%
Kakao,이득(향상적),감성적,전문가,5.30%
Kakao,손실(예방적),감성적,일반인,3.10%
Kakao,이득(향상적),감성적,전문가,8.40%
Kakao,이득(향상적),감성적,일반인,5.10%
Kakao,이득(향상적),감성적,전문가,6.80%
Kakao,이득(향상적),감성적,전문가,7.90%
Kakao,손실(예방적),감성적,일반인,5.80%
Kakao,이득(향상적),이성적,캐릭터,8.40%
Kakao,손실(예방적),감성적,일반인,7.20%
Kakao,이득(향상적),이성적,캐릭터,8.90%
Kakao,손실(예방적),감성적,전문가,11.50%
Kakao,손실(예방적),감성적,일반인,3.50%
Kakao,이득(향상적),감성적,일반인,3.60%
Kakao,이득(향상적),감성적,캐릭터,8.10%
Kakao,이득(향상적),감성적,일반인,7.10%
Kakao,이득(향상적),감성적,일반인,7.50%
Kakao,이득(향상적),이성적,캐릭터,13.20%
Kakao,이득(향상적),감성적,일반인,11.30%
Kakao,이득(향상적),감성적,일반인,9.30%
Kakao,이득(향상적),감성적,일반인,8.10%
Kakao,이득(향상적),이성적,일반인,14.70%
Kakao,이득(향상적),이성적,일반인,9.30%
Kakao,손실(예방적),감성적,캐릭터,9.70%
YouTube,손실(예방적),이성적,캐릭터,18.10%
YouTube,이득(향상적),감성적,캐릭터,3.80%
YouTube,이득(향상적),이성적,일반인,5.10%
YouTube,이득(향상적),감성적,캐릭터,3.10%
YouTube,이득(향상적),이성적,일반인,7.00%
YouTube,손실(예방적),감성적,캐릭터,2.80%
YouTube,손실(예방적),감성적,캐릭터,8.90%
YouTube,이득(향상적),감성적,전문가,2.00%
YouTube,이득(향상적),감성적,캐릭터,3.30%
YouTube,이득(향상적),감성적,전문가,2.00%
YouTube,이득(향상적),이성적,일반인,9.20%
YouTube,이득(향상적),이성적,일반인,10.50%
YouTube,이득(향상적),이성적,일반인,8.50%
YouTube,이득(향상적),감성적,캐릭터,7.80%
YouTube,이득(향상적),이성적,일반인,9.30%
YouTube,이득(향상적),감성적,일반인,3.20%
YouTube,이득(향상적),이성적,일반인,5.40%
YouTube,이득(향상적),이성적,일반인,17.30%
YouTube,이득(향상적),이성적,일반인,14.80%
YouTube,이득(향상적),이성적,일반인,17.30%
YouTube,이득(향상적),이성적,일반인,12.80%
YouTube,이득(향상적),이성적,일반인,14.10%
YouTube,이득(향상적),이성적,일반인,15.80%
YouTube,이득(향상적),이성적,일반인,15.20%
YouTube,이득(향상적),감성적,캐릭터,4.40%
YouTube,이득(향상적),이성적,일반인,9.40%
YouTube,이득(향상적),이성적,일반인,18.40%
YouTube,이득(향상적),이성적,일반인,16.50%
YouTube,이득(향상적),이성적,전문가,2.10%
YouTube,손실(예방적),감성적,캐릭터,5.10%
YouTube,이득(향상적),이성적,일반인,13.30%
YouTube,이득(향상적),이성적,전문가,2.20%
YouTube,이득(향상적),감성적,일반인,5.70%
YouTube,이득(향상적),감성적,전문가,1.10%
YouTube,손실(예방적),감성적,일반인,1.00%
YouTube,이득(향상적),이성적,전문가,4.40%
YouTube,손실(예방적),이성적,전문가,0.90%
YouTube,이득(향상적),감성적,일반인,6.00%
YouTube,이득(향상적),이성적,전문가,2.10%
YouTube,이득(향상적),감성적,캐릭터,3.90%
YouTube,이득(향상적),감성적,캐릭터,4.20%
YouTube,이득(향상적),감성적,캐릭터,2.90%
YouTube,손실(예방적),감성적,캐릭터,5.30%
YouTube,이득(향상적),이성적,전문가,3.30%
YouTube,이득(향상적),감성적,캐릭터,4.90%
YouTube,이득(향상적),이성적,전문가,3.60%
YouTube,이득(향상적),이성적,일반인,3.20%
YouTube,이득(향상적),감성적,일반인,0.70%
YouTube,손실(예방적),감성적,일반인,2.00%
YouTube,이득(향상적),이성적,캐릭터,5.10%
YouTube,이득(향상적),이성적,캐릭터,5.10%
YouTube,이득(향상적),감성적,전문가,2.50%
YouTube,손실(예방적),감성적,일반인,1.50%
YouTube,손실(예방적),이성적,전문가,2.40%
YouTube,손실(예방적),감성적,일반인,3.40%
YouTube,손실(예방적),감성적,캐릭터,6.00%
YouTube,이득(향상적),감성적,캐릭터,6.30%
YouTube,이득(향상적),이성적,전문가,9.00%
YouTube,이득(향상적),이성적,전문가,2.00%
YouTube,이득(향상적),이성적,일반인,1.60%
YouTube,이득(향상적),이성적,일반인,3.00%
YouTube,손실(예방적),감성적,캐릭터,3.80%
YouTube,손실(예방적),감성적,일반인,1.30%
YouTube,이득(향상적),이성적,전문가,2.70%
YouTube,이득(향상적),감성적,캐릭터,4.00%
YouTube,이득(향상적),감성적,일반인,1.80%
YouTube,이득(향상적),이성적,전문가,7.10%
YouTube,이득(향상적),감성적,일반인,2.10%
YouTube,이득(향상적),이성적,일반인,1.60%
YouTube,이득(향상적),이성적,일반인,1.00%
YouTube,이득(향상적),이성적,전문가,11.50%
YouTube,이득(향상적),이성적,캐릭터,8.90%
YouTube,손실(예방적),감성적,캐릭터,2.70%
YouTube,이득(향상적),감성적,캐릭터,5.10%
YouTube,이득(향상적),감성적,캐릭터,7.50%
YouTube,이득(향상적),이성적,캐릭터,7.10%
YouTube,손실(예방적),이성적,전문가,3.00%
YouTube,이득(향상적),감성적,캐릭터,3.40%
YouTube,이득(향상적),이성적,캐릭터,5.60%
YouTube,이득(향상적),감성적,캐릭터,7.90%
YouTube,이득(향상적),감성적,일반인,1.20%
YouTube,이득(향상적),이성적,일반인,4.10%
YouTube,이득(향상적),감성적,캐릭터,6.90%
YouTube,손실(예방적),감성적,캐릭터,4.70%
YouTube,손실(예방적),감성적,일반인,1.70%
YouTube,이득(향상적),이성적,캐릭터,6.50%
YouTube,이득(향상적),감성적,캐릭터,7.50%
YouTube,이득(향상적),감성적,캐릭터,3.90%
YouTube,손실(예방적),감성적,일반인,1.10%
YouTube,손실(예방적),감성적,캐릭터,4.80%
YouTube,손실(예방적),이성적,전문가,4.90%
YouTube,이득(향상적),감성적,캐릭터,5.50%
YouTube,손실(예방적),감성적,캐릭터,4.60%
YouTube,이득(향상적),이성적,전문가,5.20%
YouTube,이득(향상적),감성적,캐릭터,2.50%
YouTube,이득(향상적),이성적,캐릭터,5.80%
YouTube,이득(향상적),감성적,일반인,4.90%
YouTube,이득(향상적),감성적,전문가,2.00%
YouTube,이득(향상적),감성적,캐릭터,3.80%
YouTube,이득(향상적),감성적,일반인,4.30%
YouTube,손실(예방적),감성적,캐릭터,4.30%
YouTube,이득(향상적),감성적,캐릭터,6.00%
YouTube,이득(향상적),감성적,전문가,2.70%
YouTube,손실(예방적),이성적,전문가,5.00%
YouTube,손실(예방적),감성적,캐릭터,4.00%
YouTube,이득(향상적),감성적,일반인,1.60%
YouTube,손실(예방적),이성적,전문가,2.40%
YouTube,손실(예방적),감성적,일반인,1.30%
YouTube,손실(예방적),감성적,일반인,1.30%
YouTube,이득(향상적),감성적,일반인,2.50%
YouTube,손실(예방적),이성적,전문가,1.60%
YouTube,이득(향상적),감성적,캐릭터,2.80%
YouTube,이득(향상적),감성적,일반인,3.00%
YouTube,손실(예방적),감성적,캐릭터,5.40%
YouTube,이득(향상적),감성적,캐릭터,7.10%
YouTube,이득(향상적),감성적,캐릭터,4.40%
YouTube,이득(향상적),이성적,일반인,2.00%
YouTube,이득(향상적),이성적,캐릭터,7.70%
YouTube,이득(향상적),이성적,전문가,2.30%
YouTube,이득(향상적),감성적,전문가,1.10%
YouTube,이득(향상적),감성적,일반인,1.50%
YouTube,이득(향상적),감성적,캐릭터,2.40%
YouTube,이득(향상적),이성적,일반인,6.60%
YouTube,이득(향상적),감성적,일반인,3.70%
YouTube,손실(예방적),이성적,전문가,2.30%
YouTube,이득(향상적),이성적,전문가,3.90%
YouTube,이득(향상적),이성적,전문가,1.30%
YouTube,이득(향상적),이성적,전문가,2.30%
YouTube,이득(향상적),이성적,일반인,7.00%
YouTube,이득(향상적),이성적,일반인,3.40%
YouTube,이득(향상적),감성적,캐릭터,2.30%
YouTube,손실(예방적),이성적,캐릭터,3.80%
YouTube,이득(향상적),감성적,캐릭터,11.80%
YouTube,이득(향상적),감성적,전문가,2.00%
YouTube,이득(향상적),감성적,캐릭터,4.80%
YouTube,이득(향상적),이성적,전문가,5.00%
YouTube,이득(향상적),감성적,일반인,1.40%
YouTube,손실(예방적),이성적,전문가,1.40%
YouTube,이득(향상적),이성적,전문가,1.70%
YouTube,이득(향상적),감성적,일반인,0.80%
YouTube,이득(향상적),이성적,전문가,1.20%
YouTube,이득(향상적),이성적,일반인,1.00%
YouTube,이득(향상적),이성적,전문가,4.00%
YouTube,이득(향상적),이성적,캐릭터,5.50%
YouTube,손실(예방적),감성적,일반인,2.20%
YouTube,이득(향상적),이성적,전문가,1.20%
YouTube,이득(향상적),이성적,전문가,1.20%
YouTube,손실(예방적),감성적,일반인,2.60%
YouTube,이득(향상적),감성적,전문가,2.00%
YouTube,이득(향상적),이성적,전문가,1.30%
YouTube,이득(향상적),감성적,캐릭터,2.40%
YouTube,이득(향상적),감성적,일반인,0.60%
YouTube,이득(향상적),이성적,일반인,5.20%
YouTube,이득(향상적),이성적,전문가,2.50%
YouTube,이득(향상적),이성적,캐릭터,2.80%
YouTube,이득(향상적),이성적,전문가,3.80%
YouTube,이득(향상적),감성적,일반인,2.60%
YouTube,이득(향상적),감성적,캐릭터,6.60%
YouTube,이득(향상적),이성적,캐릭터,7.20%
YouTube,이득(향상적),이성적,전문가,4.10%
YouTube,이득(향상적),감성적,전문가,2.10%
YouTube,이득(향상적),감성적,일반인,1.00%
YouTube,손실(예방적),감성적,일반인,2.00%
YouTube,이득(향상적),감성적,전문가,1.20%
YouTube,이득(향상적),이성적,전문가,3.90%
YouTube,손실(예방적),감성적,캐릭터,3.60%
YouTube,이득(향상적),감성적,캐릭터,2.30%
YouTube,손실(예방적),감성적,일반인,1.40%
YouTube,이득(향상적),이성적,전문가,1.20%
YouTube,이득(향상적),이성적,전문가,1.30%
YouTube,이득(향상적),이성적,전문가,1.30%
YouTube,이득(향상적),이성적,전문가,1.40%
YouTube,이득(향상적),이성적,전문가,2.50%
YouTube,이득(향상적),감성적,전문가,1.20%
YouTube,손실(예방적),감성적,전문가,1.30%
YouTube,손실(예방적),감성적,일반인,2.00%
YouTube,이득(향상적),이성적,전문가,1.20%
YouTube,이득(향상적),감성적,전문가,3.00%
YouTube,이득(향상적),이성적,캐릭터,2.00%
YouTube,이득(향상적),감성적,일반인,1.60%
YouTube,이득(향상적),감성적,일반인,3.20%
YouTube,이득(향상적),감성적,캐릭터,2.60%
YouTube,이득(향상적),이성적,전문가,2.70%
YouTube,이득(향상적),이성적,전문가,1.50%
YouTube,이득(향상적),감성적,전문가,2.40%
YouTube,이득(향상적),이성적,일반인,4.40%
YouTube,이득(향상적),이성적,캐릭터,2.40%
YouTube,이득(향상적),감성적,일반인,1.70%
YouTube,이득(향상적),이성적,전문가,1.10%
YouTube,이득(향상적),감성적,전문가,1.30%
YouTube,이득(향상적),이성적,전문가,2.60%
YouTube,이득(향상적),감성적,캐릭터,2.80%
YouTube,이득(향상적),이성적,전문가,2.50%
YouTube,손실(예방적),이성적,캐릭터,2.50%
YouTube,이득(향상적),이성적,전문가,1.60%
YouTube,이득(향상적),감성적,캐릭터,3.60%
YouTube,이득(향상적),감성적,일반인,1.70%
YouTube,이득(향상적),감성적,일반인,1.20%
YouTube,이득(향상적),이성적,전문가,3.10%
YouTube,이득(향상적),감성적,일반인,0.60%
YouTube,이득(향상적),이성적,전문가,1.90%
YouTube,이득(향상적),감성적,전문가,1.40%
YouTube,이득(향상적),감성적,전문가,2.50%
YouTube,이득(향상적),이성적,전문가,2.80%
YouTube,손실(예방적),이성적,전문가,0.50%
YouTube,이득(향상적),감성적,일반인,2.00%
YouTube,이득(향상적),감성적,일반인,1.00%
YouTube,이득(향상적),이성적,전문가,3.60%
YouTube,이득(향상적),감성적,캐릭터,3.40%
YouTube,이득(향상적),이성적,일반인,2.00%
YouTube,이득(향상적),이성적,전문가,1.50%
YouTube,이득(향상적),감성적,일반인,1.60%
YouTube,이득(향상적),감성적,전문가,1.30%
YouTube,이득(향상적),이성적,일반인,3.10%
YouTube,손실(예방적),이성적,전문가,0.80%
YouTube,이득(향상적),감성적,전문가,1.50%
YouTube,이득(향상적),이성적,전문가,1.10%
YouTube,손실(예방적),감성적,전문가,2.10%
YouTube,이득(향상적),이성적,전문가,1.90%
YouTube,이득(향상적),이성적,전문가,1.50%
YouTube,이득(향상적),감성적,전문가,1.30%
YouTube,이득(향상적),감성적,전문가,2.00%
YouTube,이득(향상적),감성적,캐릭터,1.60%
YouTube,이득(향상적),감성적,캐릭터,2.60%
YouTube,이득(향상적),이성적,일반인,1.30%
YouTube,손실(예방적),이성적,전문가,0.60%
YouTube,이득(향상적),감성적,일반인,1.20%
YouTube,손실(예방적),이성적,전문가,0.50%
YouTube,이득(향상적),감성적,캐릭터,5.40%
YouTube,손실(예방적),감성적,전문가,1.90%
YouTube,이득(향상적),이성적,캐릭터,1.00%
YouTube,이득(향상적),감성적,일반인,0.60%
YouTube,이득(향상적),이성적,전문가,0.90%
YouTube,이득(향상적),이성적,전문가,6.90%
YouTube,이득(향상적),이성적,전문가,2.70%
YouTube,이득(향상적),이성적,전문가,1.60%
YouTube,손실(예방적),감성적,일반인,1.00%
YouTube,이득(향상적),이성적,캐릭터,2.20%
YouTube,이득(향상적),이성적,전문가,1.20%
YouTube,이득(향상적),이성적,전문가,3.20%
YouTube,이득(향상적),이성적,전문가,1.40%
YouTube,이득(향상적),이성적,전문가,1.40%
YouTube,손실(예방적),이성적,전문가,0.70%
YouTube,이득(향상적),이성적,일반인,3.00%
YouTube,손실(예방적),이성적,전문가,2.50%
YouTube,이득(향상적),이성적,전문가,1.20%
YouTube,이득(향상적),이성적,전문가,1.00%
YouTube,이득(향상적),감성적,전문가,0.40%
YouTube,이득(향상적),감성적,일반인,1.10%
YouTube,이득(향상적),감성적,일반인,1.00%
YouTube,이득(향상적),이성적,전문가,0.80%
YouTube,손실(예방적),감성적,전문가,1.40%
YouTube,이득(향상적),감성적,전문가,2.40%
YouTube,이득(향상적),이성적,캐릭터,1.80%
YouTube,이득(향상적),이성적,일반인,2.80%
YouTube,손실(예방적),이성적,전문가,0.60%
YouTube,이득(향상적),감성적,캐릭터,4.00%
YouTube,이득(향상적),감성적,일반인,3.20%
YouTube,손실(예방적),이성적,전문가,0.70%
YouTube,이득(향상적),감성적,일반인,2.00%
YouTube,이득(향상적),감성적,전문가,0.90%
YouTube,이득(향상적),이성적,전문가,1.60%
YouTube,손실(예방적),이성적,전문가,3.50%
YouTube,이득(향상적),감성적,일반인,0.80%
YouTube,이득(향상적),이성적,전문가,1.40%
YouTube,이득(향상적),이성적,전문가,2.00%
YouTube,손실(예방적),이성적,전문가,0.90%
YouTube,손실(예방적),이성적,전문가,1.50%
YouTube,이득(향상적),이성적,전문가,1.00%
YouTube,손실(예방적),이성적,전문가,1.30%
YouTube,손실(예방적),감성적,전문가,0.90%
YouTube,이득(향상적),감성적,일반인,1.20%
YouTube,이득(향상적),감성적,일반인,1.20%
YouTube,이득(향상적),이성적,일반인,2.20%
YouTube,이득(향상적),감성적,일반인,0.60%
YouTube,이득(향상적),이성적,일반인,1.70%
YouTube,이득(향상적),감성적,전문가,1.50%
YouTube,이득(향상적),감성적,일반인,1.80%
YouTube,이득(향상적),감성적,전문가,1.30%
YouTube,손실(예방적),감성적,일반인,1.40%
YouTube,이득(향상적),감성적,일반인,2.00%
YouTube,이득(향상적),이성적,전문가,1.00%
YouTube,이득(향상적),이성적,전문가,2.00%
YouTube,이득(향상적),이성적,전문가,1.50%
YouTube,이득(향상적),감성적,전문가,1.90%
YouTube,이득(향상적),감성적,일반인,2.10%
YouTube,이득(향상적),감성적,캐릭터,2.00%
YouTube,이득(향상적),이성적,전문가,2.60%
YouTube,이득(향상적),감성적,일반인,1.00%
YouTube,이득(향상적),감성적,일반인,3.20%
YouTube,이득(향상적),이성적,전문가,1.20%
YouTube,이득(향상적),이성적,전문가,1.70%
YouTube,이득(향상적),이성적,전문가,1.30%
YouTube,이득(향상적),감성적,캐릭터,3.50%
YouTube,손실(예방적),감성적,일반인,2.70%
