채널,메시지프레이밍,메시지소구,광고모델, 클릭율 
Kakao,이득(향상적),감성적,일반인,0.014
Kakao,이득(향상적),감성적,일반인,0.062
Kakao,손실(예방적),이성적,캐릭터,0.012
Kakao,이득(향상적),감성적,캐릭터,0.074
Kakao,이득(향상적),감성적,일반인,0.012
Kakao,이득(향상적),이성적,캐릭터,0.023
Kakao,이득(향상적),감성적,일반인,0.015
Kakao,이득(향상적),감성적,캐릭터,0.035
Kakao,이득(향상적),이성적,일반인,0.077
Kakao,이득(향상적),감성적,일반인,0.048
Kakao,손실(예방적),감성적,캐릭터,0.017
Kakao,이득(향상적),감성적,일반인,0.006
Kakao,손실(예방적),감성적,일반인,0.050
Kakao,이득(향상적),이성적,일반인,0.023
Kakao,이득(향상적),감성적,캐릭터,0.031
Kakao,이득(향상적),이성적,캐릭터,0.014
Kakao,이득(향상적),감성적,일반인,0.064
Kakao,손실(예방적),감성적,캐릭터,0.020
Kakao,이득(향상적),이성적,일반인,0.015
Kakao,이득(향상적),감성적,캐릭터,0.083
Kakao,이득(향상적),감성적,일반인,0.019
Kakao,손실(예방적),감성적,일반인,0.083
Kakao,이득(향상적),감성적,일반인,0.024
Kakao,이득(향상적),이성적,캐릭터,0.097
Kakao,이득(향상적),감성적,캐릭터,0.018
Kakao,이득(향상적),감성적,캐릭터,0.012
Kakao,이득(향상적),이성적,일반인,0.043
Kakao,손실(예방적),감성적,일반인,0.018
Kakao,손실(예방적),감성적,캐릭터,0.035
Kakao,이득(향상적),감성적,일반인,0.023
Kakao,손실(예방적),감성적,캐릭터,0.024
Kakao,손실(예방적),감성적,캐릭터,0.021
Kakao,이득(향상적),감성적,일반인,0.040
Kakao,이득(향상적),감성적,일반인,0.015
Kakao,이득(향상적),감성적,일반인,0.015
Kakao,손실(예방적),감성적,일반인,0.047
Kakao,이득(향상적),감성적,캐릭터,0.018
Kakao,이득(향상적),감성적,일반인,0.072
Kakao,이득(향상적),감성적,일반인,0.024
Kakao,손실(예방적),감성적,일반인,0.057
Kakao,이득(향상적),이성적,일반인,0.027
Kakao,손실(예방적),감성적,캐릭터,0.079
Kakao,손실(예방적),감성적,일반인,0.028
Kakao,이득(향상적),감성적,일반인,0.080
Kakao,손실(예방적),감성적,일반인,0.033
Kakao,이득(향상적),감성적,일반인,0.067
Kakao,이득(향상적),이성적,일반인,0.030
Kakao,손실(예방적),감성적,일반인,0.088
Kakao,이득(향상적),이성적,일반인,0.019
Kakao,이득(향상적),이성적,캐릭터,0.091
Kakao,이득(향상적),이성적,캐릭터,0.024
Kakao,이득(향상적),이성적,캐릭터,0.169
Kakao,이득(향상적),감성적,일반인,0.024
Kakao,이득(향상적),감성적,일반인,0.067
Kakao,이득(향상적),감성적,일반인,0.019
Kakao,손실(예방적),감성적,일반인,0.088
Kakao,이득(향상적),감성적,일반인,0.019
Kakao,이득(향상적),감성적,캐릭터,0.022
Kakao,이득(향상적),이성적,일반인,0.022
Kakao,손실(예방적),감성적,일반인,0.009
Kakao,이득(향상적),이성적,일반인,0.030
Kakao,이득(향상적),감성적,캐릭터,0.009
Kakao,이득(향상적),감성적,캐릭터,0.011
Kakao,손실(예방적),감성적,일반인,0.040
Kakao,이득(향상적),이성적,캐릭터,0.039
Kakao,이득(향상적),감성적,일반인,0.067
Kakao,이득(향상적),감성적,일반인,0.096
Kakao,이득(향상적),이성적,일반인,0.088
Kakao,이득(향상적),감성적,일반인,0.061
Kakao,손실(예방적),이성적,캐릭터,0.070
Kakao,이득(향상적),감성적,일반인,0.122
Kakao,이득(향상적),감성적,캐릭터,0.036
Kakao,손실(예방적),감성적,일반인,0.053
Kakao,이득(향상적),감성적,일반인,0.064
Kakao,손실(예방적),감성적,캐릭터,0.023
Kakao,이득(향상적),감성적,일반인,0.030
Kakao,이득(향상적),이성적,전문가,0.033
Kakao,이득(향상적),감성적,전문가,0.053
Kakao,손실(예방적),감성적,일반인,0.031
Kakao,이득(향상적),감성적,전문가,0.084
Kakao,이득(향상적),감성적,일반인,0.051
Kakao,이득(향상적),감성적,전문가,0.068
Kakao,이득(향상적),감성적,전문가,0.079
Kakao,손실(예방적),감성적,일반인,0.058
Kakao,이득(향상적),이성적,캐릭터,0.084
Kakao,손실(예방적),감성적,일반인,0.072
Kakao,이득(향상적),이성적,캐릭터,0.089
Kakao,손실(예방적),감성적,전문가,0.115
Kakao,손실(예방적),감성적,일반인,0.035
Kakao,이득(향상적),감성적,일반인,0.036
Kakao,이득(향상적),감성적,캐릭터,0.081
Kakao,이득(향상적),감성적,일반인,0.071
Kakao,이득(향상적),감성적,일반인,0.075
Kakao,이득(향상적),이성적,캐릭터,0.132
Kakao,이득(향상적),감성적,일반인,0.113
Kakao,이득(향상적),감성적,일반인,0.093
Kakao,이득(향상적),감성적,일반인,0.081
Kakao,이득(향상적),이성적,일반인,0.147
Kakao,이득(향상적),이성적,일반인,0.093
Kakao,손실(예방적),감성적,캐릭터,0.097
YouTube,손실(예방적),이성적,캐릭터,0.181
YouTube,이득(향상적),감성적,캐릭터,0.038
YouTube,이득(향상적),이성적,일반인,0.051
YouTube,이득(향상적),감성적,캐릭터,0.031
YouTube,이득(향상적),이성적,일반인,0.070
YouTube,손실(예방적),감성적,캐릭터,0.028
YouTube,손실(예방적),감성적,캐릭터,0.089
YouTube,이득(향상적),감성적,전문가,0.020
YouTube,이득(향상적),감성적,캐릭터,0.033
YouTube,이득(향상적),감성적,전문가,0.020
YouTube,이득(향상적),이성적,일반인,0.092
YouTube,이득(향상적),이성적,일반인,0.105
YouTube,이득(향상적),이성적,일반인,0.085
YouTube,이득(향상적),감성적,캐릭터,0.078
YouTube,이득(향상적),이성적,일반인,0.093
YouTube,이득(향상적),감성적,일반인,0.032
YouTube,이득(향상적),이성적,일반인,0.054
YouTube,이득(향상적),이성적,일반인,0.173
YouTube,이득(향상적),이성적,일반인,0.148
YouTube,이득(향상적),이성적,일반인,0.173
YouTube,이득(향상적),이성적,일반인,0.128
YouTube,이득(향상적),이성적,일반인,0.141
YouTube,이득(향상적),이성적,일반인,0.158
YouTube,이득(향상적),이성적,일반인,0.152
YouTube,이득(향상적),감성적,캐릭터,0.044
YouTube,이득(향상적),이성적,일반인,0.094
YouTube,이득(향상적),이성적,일반인,0.184
YouTube,이득(향상적),이성적,일반인,0.165
YouTube,이득(향상적),이성적,전문가,0.021
YouTube,손실(예방적),감성적,캐릭터,0.051
YouTube,이득(향상적),이성적,일반인,0.133
YouTube,이득(향상적),이성적,전문가,0.022
YouTube,이득(향상적),감성적,일반인,0.057
YouTube,이득(향상적),감성적,전문가,0.011
YouTube,손실(예방적),감성적,일반인,0.010
YouTube,이득(향상적),이성적,전문가,0.044
YouTube,손실(예방적),이성적,전문가,0.009
YouTube,이득(향상적),감성적,일반인,0.060
YouTube,이득(향상적),이성적,전문가,0.021
YouTube,이득(향상적),감성적,캐릭터,0.039
YouTube,이득(향상적),감성적,캐릭터,0.042
YouTube,이득(향상적),감성적,캐릭터,0.029
YouTube,손실(예방적),감성적,캐릭터,0.053
YouTube,이득(향상적),이성적,전문가,0.033
YouTube,이득(향상적),감성적,캐릭터,0.049
YouTube,이득(향상적),이성적,전문가,0.036
YouTube,이득(향상적),이성적,일반인,0.032
YouTube,이득(향상적),감성적,일반인,0.007
YouTube,손실(예방적),감성적,일반인,0.020
YouTube,이득(향상적),이성적,캐릭터,0.051
YouTube,이득(향상적),이성적,캐릭터,0.051
YouTube,이득(향상적),감성적,전문가,0.025
YouTube,손실(예방적),감성적,일반인,0.015
YouTube,손실(예방적),이성적,전문가,0.024
YouTube,손실(예방적),감성적,일반인,0.034
YouTube,손실(예방적),감성적,캐릭터,0.060
YouTube,이득(향상적),감성적,캐릭터,0.063
YouTube,이득(향상적),이성적,전문가,0.090
YouTube,이득(향상적),이성적,전문가,0.020
YouTube,이득(향상적),이성적,일반인,0.016
YouTube,이득(향상적),이성적,일반인,0.030
YouTube,손실(예방적),감성적,캐릭터,0.038
YouTube,손실(예방적),감성적,일반인,0.013
YouTube,이득(향상적),이성적,전문가,0.027
YouTube,이득(향상적),감성적,캐릭터,0.040
YouTube,이득(향상적),감성적,일반인,0.018
YouTube,이득(향상적),이성적,전문가,0.071
YouTube,이득(향상적),감성적,일반인,0.021
YouTube,이득(향상적),이성적,일반인,0.016
YouTube,이득(향상적),이성적,일반인,0.010
YouTube,이득(향상적),이성적,전문가,0.115
YouTube,이득(향상적),이성적,캐릭터,0.089
YouTube,손실(예방적),감성적,캐릭터,0.027
YouTube,이득(향상적),감성적,캐릭터,0.051
YouTube,이득(향상적),감성적,캐릭터,0.075
YouTube,이득(향상적),이성적,캐릭터,0.071
YouTube,손실(예방적),이성적,전문가,0.030
YouTube,이득(향상적),감성적,캐릭터,0.034
YouTube,이득(향상적),이성적,캐릭터,0.056
YouTube,이득(향상적),감성적,캐릭터,0.079
YouTube,이득(향상적),감성적,일반인,0.012
YouTube,이득(향상적),이성적,일반인,0.041
YouTube,이득(향상적),감성적,캐릭터,0.069
YouTube,손실(예방적),감성적,캐릭터,0.047
YouTube,손실(예방적),감성적,일반인,0.017
YouTube,이득(향상적),이성적,캐릭터,0.065
YouTube,이득(향상적),감성적,캐릭터,0.075
YouTube,이득(향상적),감성적,캐릭터,0.039
YouTube,손실(예방적),감성적,일반인,0.011
YouTube,손실(예방적),감성적,캐릭터,0.048
YouTube,손실(예방적),이성적,전문가,0.049
YouTube,이득(향상적),감성적,캐릭터,0.055
YouTube,손실(예방적),감성적,캐릭터,0.046
YouTube,이득(향상적),이성적,전문가,0.052
YouTube,이득(향상적),감성적,캐릭터,0.025
YouTube,이득(향상적),이성적,캐릭터,0.058
YouTube,이득(향상적),감성적,일반인,0.049
YouTube,이득(향상적),감성적,전문가,0.020
YouTube,이득(향상적),감성적,캐릭터,0.038
YouTube,이득(향상적),감성적,일반인,0.043
YouTube,손실(예방적),감성적,캐릭터,0.043
YouTube,이득(향상적),감성적,캐릭터,0.060
YouTube,이득(향상적),감성적,전문가,0.027
YouTube,손실(예방적),이성적,전문가,0.050
YouTube,손실(예방적),감성적,캐릭터,0.040
YouTube,이득(향상적),감성적,일반인,0.016
YouTube,손실(예방적),이성적,전문가,0.024
YouTube,손실(예방적),감성적,일반인,0.013
YouTube,손실(예방적),감성적,일반인,0.013
YouTube,이득(향상적),감성적,일반인,0.025
YouTube,손실(예방적),이성적,전문가,0.016
YouTube,이득(향상적),감성적,캐릭터,0.028
YouTube,이득(향상적),감성적,일반인,0.030
YouTube,손실(예방적),감성적,캐릭터,0.054
YouTube,이득(향상적),감성적,캐릭터,0.071
YouTube,이득(향상적),감성적,캐릭터,0.044
YouTube,이득(향상적),이성적,일반인,0.020
YouTube,이득(향상적),이성적,캐릭터,0.077
YouTube,이득(향상적),이성적,전문가,0.023
YouTube,이득(향상적),감성적,전문가,0.011
YouTube,이득(향상적),감성적,일반인,0.015
YouTube,이득(향상적),감성적,캐릭터,0.024
YouTube,이득(향상적),이성적,일반인,0.066
YouTube,이득(향상적),감성적,일반인,0.037
YouTube,손실(예방적),이성적,전문가,0.023
YouTube,이득(향상적),이성적,전문가,0.039
YouTube,이득(향상적),이성적,전문가,0.013
YouTube,이득(향상적),이성적,전문가,0.023
YouTube,이득(향상적),이성적,일반인,0.070
YouTube,이득(향상적),이성적,일반인,0.034
YouTube,이득(향상적),감성적,캐릭터,0.023
YouTube,손실(예방적),이성적,캐릭터,0.038
YouTube,이득(향상적),감성적,캐릭터,0.118
YouTube,이득(향상적),감성적,전문가,0.020
YouTube,이득(향상적),감성적,캐릭터,0.048
YouTube,이득(향상적),이성적,전문가,0.050
YouTube,이득(향상적),감성적,일반인,0.014
YouTube,손실(예방적),이성적,전문가,0.014
YouTube,이득(향상적),이성적,전문가,0.017
YouTube,이득(향상적),감성적,일반인,0.008
YouTube,이득(향상적),이성적,전문가,0.012
YouTube,이득(향상적),이성적,일반인,0.010
YouTube,이득(향상적),이성적,전문가,0.040
YouTube,이득(향상적),이성적,캐릭터,0.055
YouTube,손실(예방적),감성적,일반인,0.022
YouTube,이득(향상적),이성적,전문가,0.012
YouTube,이득(향상적),이성적,전문가,0.012
YouTube,손실(예방적),감성적,일반인,0.026
YouTube,이득(향상적),감성적,전문가,0.020
YouTube,이득(향상적),이성적,전문가,0.013
YouTube,이득(향상적),감성적,캐릭터,0.024
YouTube,이득(향상적),감성적,일반인,0.006
YouTube,이득(향상적),이성적,일반인,0.052
YouTube,이득(향상적),이성적,전문가,0.025
YouTube,이득(향상적),이성적,캐릭터,0.028
YouTube,이득(향상적),이성적,전문가,0.038
YouTube,이득(향상적),감성적,일반인,0.026
YouTube,이득(향상적),감성적,캐릭터,0.066
YouTube,이득(향상적),이성적,캐릭터,0.072
YouTube,이득(향상적),이성적,전문가,0.041
YouTube,이득(향상적),감성적,전문가,0.021
YouTube,이득(향상적),감성적,일반인,0.010
YouTube,손실(예방적),감성적,일반인,0.020
YouTube,이득(향상적),감성적,전문가,0.012
YouTube,이득(향상적),이성적,전문가,0.039
YouTube,손실(예방적),감성적,캐릭터,0.036
YouTube,이득(향상적),감성적,캐릭터,0.023
YouTube,손실(예방적),감성적,일반인,0.014
YouTube,이득(향상적),이성적,전문가,0.012
YouTube,이득(향상적),이성적,전문가,0.013
YouTube,이득(향상적),이성적,전문가,0.013
YouTube,이득(향상적),이성적,전문가,0.014
YouTube,이득(향상적),이성적,전문가,0.025
YouTube,이득(향상적),감성적,전문가,0.012
YouTube,손실(예방적),감성적,전문가,0.013
YouTube,손실(예방적),감성적,일반인,0.020
YouTube,이득(향상적),이성적,전문가,0.012
YouTube,이득(향상적),감성적,전문가,0.030
YouTube,이득(향상적),이성적,캐릭터,0.020
YouTube,이득(향상적),감성적,일반인,0.016
YouTube,이득(향상적),감성적,일반인,0.032
YouTube,이득(향상적),감성적,캐릭터,0.026
YouTube,이득(향상적),이성적,전문가,0.027
YouTube,이득(향상적),이성적,전문가,0.015
YouTube,이득(향상적),감성적,전문가,0.024
YouTube,이득(향상적),이성적,일반인,0.044
YouTube,이득(향상적),이성적,캐릭터,0.024
YouTube,이득(향상적),감성적,일반인,0.017
YouTube,이득(향상적),이성적,전문가,0.011
YouTube,이득(향상적),감성적,전문가,0.013
YouTube,이득(향상적),이성적,전문가,0.026
YouTube,이득(향상적),감성적,캐릭터,0.028
YouTube,이득(향상적),이성적,전문가,0.025
YouTube,손실(예방적),이성적,캐릭터,0.025
YouTube,이득(향상적),이성적,전문가,0.016
YouTube,이득(향상적),감성적,캐릭터,0.036
YouTube,이득(향상적),감성적,일반인,0.017
YouTube,이득(향상적),감성적,일반인,0.012
YouTube,이득(향상적),이성적,전문가,0.031
YouTube,이득(향상적),감성적,일반인,0.006
YouTube,이득(향상적),이성적,전문가,0.019
YouTube,이득(향상적),감성적,전문가,0.014
YouTube,이득(향상적),감성적,전문가,0.025
YouTube,이득(향상적),이성적,전문가,0.028
YouTube,손실(예방적),이성적,전문가,0.005
YouTube,이득(향상적),감성적,일반인,0.020
YouTube,이득(향상적),감성적,일반인,0.010
YouTube,이득(향상적),이성적,전문가,0.036
YouTube,이득(향상적),감성적,캐릭터,0.034
YouTube,이득(향상적),이성적,일반인,0.020
YouTube,이득(향상적),이성적,전문가,0.015
YouTube,이득(향상적),감성적,일반인,0.016
YouTube,이득(향상적),감성적,전문가,0.013
YouTube,이득(향상적),이성적,일반인,0.031
YouTube,손실(예방적),이성적,전문가,0.008
YouTube,이득(향상적),감성적,전문가,0.015
YouTube,이득(향상적),이성적,전문가,0.011
YouTube,손실(예방적),감성적,전문가,0.021
YouTube,이득(향상적),이성적,전문가,0.019
YouTube,이득(향상적),이성적,전문가,0.015
YouTube,이득(향상적),감성적,전문가,0.013
YouTube,이득(향상적),감성적,전문가,0.020
YouTube,이득(향상적),감성적,캐릭터,0.016
YouTube,이득(향상적),감성적,캐릭터,0.026
YouTube,이득(향상적),이성적,일반인,0.013
YouTube,손실(예방적),이성적,전문가,0.006
YouTube,이득(향상적),감성적,일반인,0.012
YouTube,손실(예방적),이성적,전문가,0.005
YouTube,이득(향상적),감성적,캐릭터,0.054
YouTube,손실(예방적),감성적,전문가,0.019
YouTube,이득(향상적),이성적,캐릭터,0.010
YouTube,이득(향상적),감성적,일반인,0.006
YouTube,이득(향상적),이성적,전문가,0.009
YouTube,이득(향상적),이성적,전문가,0.069
YouTube,이득(향상적),이성적,전문가,0.027
YouTube,이득(향상적),이성적,전문가,0.016
YouTube,손실(예방적),감성적,일반인,0.010
YouTube,이득(향상적),이성적,캐릭터,0.022
YouTube,이득(향상적),이성적,전문가,0.012
YouTube,이득(향상적),이성적,전문가,0.032
YouTube,이득(향상적),이성적,전문가,0.014
YouTube,이득(향상적),이성적,전문가,0.014
YouTube,손실(예방적),이성적,전문가,0.007
YouTube,이득(향상적),이성적,일반인,0.030
YouTube,손실(예방적),이성적,전문가,0.025
YouTube,이득(향상적),이성적,전문가,0.012
YouTube,이득(향상적),이성적,전문가,0.010
YouTube,이득(향상적),감성적,전문가,0.004
YouTube,이득(향상적),감성적,일반인,0.011
YouTube,이득(향상적),감성적,일반인,0.010
YouTube,이득(향상적),이성적,전문가,0.008
YouTube,손실(예방적),감성적,전문가,0.014
YouTube,이득(향상적),감성적,전문가,0.024
YouTube,이득(향상적),이성적,캐릭터,0.018
YouTube,이득(향상적),이성적,일반인,0.028
YouTube,손실(예방적),이성적,전문가,0.006
YouTube,이득(향상적),감성적,캐릭터,0.040
YouTube,이득(향상적),감성적,일반인,0.032
YouTube,손실(예방적),이성적,전문가,0.007
YouTube,이득(향상적),감성적,일반인,0.020
YouTube,이득(향상적),감성적,전문가,0.009
YouTube,이득(향상적),이성적,전문가,0.016
YouTube,손실(예방적),이성적,전문가,0.035
YouTube,이득(향상적),감성적,일반인,0.008
YouTube,이득(향상적),이성적,전문가,0.014
YouTube,이득(향상적),이성적,전문가,0.020
YouTube,손실(예방적),이성적,전문가,0.009
YouTube,손실(예방적),이성적,전문가,0.015
YouTube,이득(향상적),이성적,전문가,0.010
YouTube,손실(예방적),이성적,전문가,0.013
YouTube,손실(예방적),감성적,전문가,0.009
YouTube,이득(향상적),감성적,일반인,0.012
YouTube,이득(향상적),감성적,일반인,0.012
YouTube,이득(향상적),이성적,일반인,0.022
YouTube,이득(향상적),감성적,일반인,0.006
YouTube,이득(향상적),이성적,일반인,0.017
YouTube,이득(향상적),감성적,전문가,0.015
YouTube,이득(향상적),감성적,일반인,0.018
YouTube,이득(향상적),감성적,전문가,0.013
YouTube,손실(예방적),감성적,일반인,0.014
YouTube,이득(향상적),감성적,일반인,0.020
YouTube,이득(향상적),이성적,전문가,0.010
YouTube,이득(향상적),이성적,전문가,0.020
YouTube,이득(향상적),이성적,전문가,0.015
YouTube,이득(향상적),감성적,전문가,0.019
YouTube,이득(향상적),감성적,일반인,0.021
YouTube,이득(향상적),감성적,캐릭터,0.020
YouTube,이득(향상적),이성적,전문가,0.026
YouTube,이득(향상적),감성적,일반인,0.010
YouTube,이득(향상적),감성적,일반인,0.032
YouTube,이득(향상적),이성적,전문가,0.012
YouTube,이득(향상적),이성적,전문가,0.017
YouTube,이득(향상적),이성적,전문가,0.013
YouTube,이득(향상적),감성적,캐릭터,0.035
YouTube,손실(예방적),감성적,일반인,0.027
